age_group,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,dale_chall,smog_index,avg_sentence_length,vocab_richness,avg_word_length,long_word_ratio,num_sentences,num_words,content_word_ratio,violence_score,profanity_score,adult_score,drug_score,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,dialogue_ratio,exclamation_ratio,question_ratio
+10,53.96271566164157,9.852374371859295,12.060469011725294,9.775264489112228,13.160352788161607,17.23076923076923,0.6958762886597938,5.005154639175258,0.27835051546391754,13.0,194.0,0.5670103092783505,0.0,0.0,0.0,0.0,0.229,0.0,0.771,0.9931,0.0,0.08333333333333333,0.0
+12,46.80444444444447,12.251666666666669,16.08888888888889,11.449472222222223,14.712192995108573,44.0,0.6974358974358974,5.005128205128205,0.24615384615384617,5.0,195.0,0.6051282051282051,15.3846,0.0,0.0,0.0,0.105,0.119,0.776,-0.6597,0.0,0.0,0.0
+4,102.24807692307692,1.7659706959706973,4.457142857142857,6.11232673992674,5.288315135182226,11.733333333333333,0.5192307692307693,3.467948717948718,0.03205128205128205,15.0,156.0,0.4551282051282051,0.0,0.0,0.0,0.0,0.168,0.104,0.729,0.9311,0.0,0.0,0.0
+18,58.82061538461542,8.876999999999999,10.553846153846155,9.768176923076924,11.051253699011982,26.555555555555557,0.6666666666666666,4.6313131313131315,0.23232323232323232,9.0,198.0,0.5,5.0505,0.0,0.0,0.0,0.091,0.119,0.79,-0.8899,0.0,0.0,0.0
+12,67.10754231052246,8.067240618101547,8.830316409124356,8.965167844002945,9.444778638647367,20.333333333333332,0.6516129032258065,4.316129032258065,0.17419354838709677,9.0,155.0,0.5290322580645161,6.4516,0.0,0.0,0.0,0.124,0.134,0.742,0.4854,0.0,0.0,0.0
+18,44.2032456140351,13.387368421052631,15.922807017543859,10.918164912280702,14.06817628641468,26.666666666666668,0.6666666666666666,4.84,0.25333333333333335,3.0,75.0,0.56,0.0,0.0,0.0,0.0,0.139,0.068,0.793,0.7003,0.0,0.0,0.0
+10,79.71978841576303,4.741973023009788,5.596508860089923,7.647251018249141,8.032893268588372,12.85,0.6884422110552764,4.28643216080402,0.15577889447236182,20.0,199.0,0.5376884422110553,0.0,0.0,0.0,0.0,0.079,0.094,0.827,-0.7426,0.377560106856634,0.09090909090909091,0.18181818181818182
+12,61.634375724777755,8.465427135678393,10.947197526092,10.108726362582141,11.661520659325951,17.76923076923077,0.7448979591836735,4.663265306122449,0.20408163265306123,13.0,196.0,0.5714285714285714,5.102,0.0,0.0,0.0,0.174,0.014,0.812,0.989,0.0,0.0,0.0
+12,72.47845454545454,7.666909090909098,8.472727272727274,8.643718181818182,8.296473431620573,21.272727272727273,0.5841584158415841,4.183168316831683,0.13861386138613863,11.0,202.0,0.5148514851485149,0.0,0.0,9.901,0.0,0.065,0.151,0.784,-0.9629,0.0,0.0,0.0
+18,53.180000000000035,10.952301587301587,13.506349206349208,11.236009523809525,13.023866798666859,32.6,0.7714285714285715,4.757142857142857,0.22857142857142856,5.0,140.0,0.6071428571428571,0.0,0.0,0.0,0.0,0.182,0.047,0.771,0.9769,0.0,0.0,0.0
+4,86.35562500000002,3.201875000000001,4.1375,9.337753124999999,5.602791699666715,8.45,0.5390625,4.109375,0.09375,20.0,128.0,0.546875,0.0,0.0,0.0,23.4375,0.185,0.0,0.815,0.9784,0.2614942528735632,0.25,0.1
+18,29.593103448275883,16.336091954022994,18.0367816091954,12.33467011494253,16.32212239822248,36.0,0.7241379310344828,4.988505747126437,0.2988505747126437,3.0,87.0,0.5977011494252874,11.4943,0.0,0.0,0.0,0.0,0.159,0.841,-0.9287,0.0,0.0,0.0
+10,69.09164771224545,6.224385083311294,7.606559111346204,9.313532425284318,9.414487439383343,12.15,0.7121212121212122,5.005050505050505,0.2474747474747475,20.0,198.0,0.5858585858585859,0.0,0.0,0.0,0.0,0.119,0.0,0.881,0.9557,0.11129032258064517,0.21052631578947367,0.10526315789473684
+18,54.96848484848486,12.879545454545454,14.915151515151516,9.218365151515151,12.457975602129121,32.666666666666664,0.7386363636363636,4.613636363636363,0.22727272727272727,3.0,88.0,0.5340909090909091,11.3636,0.0,0.0,0.0,0.17,0.061,0.768,0.9022,0.0,0.0,0.0
+18,48.880606880556655,10.244321608040206,12.95724777734828,10.822846965597217,12.635684438814376,21.0,0.6479591836734694,5.112244897959184,0.33163265306122447,11.0,196.0,0.5714285714285714,10.2041,0.0,0.0,0.0,0.124,0.076,0.8,0.8555,0.0,0.0,0.0
+4,101.50263157894737,0.9453452780888405,3.2521089958939906,7.924087756625607,4.9825596385082,9.777777777777779,0.5703703703703704,3.696296296296296,0.06666666666666667,18.0,135.0,0.562962962962963,0.0,0.0,0.0,0.0,0.129,0.008,0.863,0.958,0.0,0.13043478260869565,0.08695652173913043
+12,66.28865384615386,8.857735042735044,11.218803418803418,9.462161538461539,10.864195022040775,27.6,0.75,4.163793103448276,0.16379310344827586,5.0,116.0,0.49137931034482757,17.2414,0.0,0.0,0.0,0.099,0.097,0.804,0.0489,0.0,0.0,0.0
+10,76.50153846153849,5.818461538461541,8.276923076923078,7.925146153846153,9.516144504307135,15.0,0.75,4.134615384615385,0.09615384615384616,4.0,52.0,0.4807692307692308,0.0,0.0,0.0,0.0,0.0,0.092,0.908,-0.5913,0.0,0.0,0.75
+4,83.20100000000001,5.203428571428574,6.314285714285715,7.345171428571429,6.5431188927421005,22.2,0.5284974093264249,4.067357512953368,0.10362694300518134,10.0,193.0,0.5233160621761658,0.0,0.0,0.0,0.0,0.209,0.025,0.766,0.9914,0.0,0.15384615384615385,0.07692307692307693
+10,64.12249528894472,7.4053486180904535,7.990075376884423,9.72832462311558,10.270032843473604,16.4,0.7989690721649485,4.876288659793815,0.25257731958762886,15.0,194.0,0.634020618556701,0.0,0.0,0.0,0.0,0.218,0.03,0.752,0.9913,0.20460147904683648,0.2222222222222222,0.05555555555555555
